"";"FranjaHoraria";"Dia";"Malo";"PrimerCredito";"MedioOrigen";"Sexo";"Edad";"EstadoCivil";"Region";"TipoConvenio";"RubroLaboral";"DeudaTC";"DeudaTC_cat";"AtrasoTC";"LimiteUtilizadoTC";"EstadoCuentaTC";"CantAtraso1mTC";"CantAtraso3mTC";"MaximoAtrasoTC";"TieneTC";"CapitalPrestado";"Cuotas";"MontoCuota";"MontoTotal";"ProgramaFidelidad";"PeorCalificacionBCU";"PeorCalificacionBCU_cat";"MejorCalificacionBCU";"MejorCalificacionBCU_cat";"PromedioCalificacionBCU";"DeudaVigenteBCU";"ContingenciasBCU";"PrevisionesBCU";"DeudaMorosaBCU";"DeudaCastigadaBCU";"CantidadInstitucionesBCU";"FueDenegadoAnteriormente";"DiasUltDenegacion";"ContOutBoundCobranza";"ContactosInBound";"DeudaCreditos";"CantCredAtraso0";"CantCredAtrasoMedio";"CantCredAtrasoMayor";"CantCuotasAtraso";"CantCuotasAbiertas";"MontoCreditosAbiertos";"MontoAPagarMensual"
"20";"Horas-Dormir";"Miércoles";"1";"Nuevo";"Web";"Mujer";49;"Otros";"Sin Identificar";"Sin Convenio";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;8;447,073714754422;3576,58922915436;"0";"5";"Otros";"3";"Otros";5;17088,7866678425;0;2905,09412753512;0;210,881399238024;2;"1";40;0;0;0;0;0;0;0;0;0;0
"21";"Horas-Dormir";"Miércoles";"1";"Nuevo";"Web";"Hombre";31;"Casado";"Sin Identificar";"Sin Convenio";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"5";"Otros";6;43,8593632107219;0;1249,44024886109;2655,78363817889;0;1;"1";3;0;0;0;0;0;0;0;0;0;0
"22";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Hombre";39;"Casado";"Sin Identificar";"Sin Convenio";"Industria";856,872990353627;"Con deudas";2;36,58;"Activa";0;0;0;"1";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"1C";"1C";"1C";"1C";1;2052,45549865824;4,63995165651369;10,2904022751852;0;0;1;"1";792;0;0;0;0;0;0;0;0;0;0
"23";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Hombre";29;"Casado";"Sin Identificar";"Sin Convenio";"ComerciosYAlojamientos";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;8;534,483773921704;4275,87073457477;"0";"5";"Otros";"4";"Otros";5;0;0;754,666582710971;0;3923,10230216403;3;"1";104;0;0;0;0;0;0;0;0;0;0
"24";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Mujer";35;"Casado";"DptoSuroeste";"Sin Convenio";"AgroYLimpieza";32,4472143812146;"Con deudas";-5;19,8;"Activa";0;0;0;"1";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"1C";"1C";"1C";"1C";1;2600,63727967984;104,526383470913;13,5420766878169;0;0;3;"1";1574;0;0;0;0;0;0;0;0;0;0
"25";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Hombre";44;"Casado";"Sin Identificar";"Sin Convenio";"ComerciosYAlojamientos";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"1C";"1C";"1C";"1C";1;5098,69269109348;0;25,4942398709544;0;0;1;"1";151;0;0;0;0;0;0;0;0;0;0
"26";"Horas-Trabajo";"Miércoles";"0";"Nuevo";"Web";"Mujer";29;"Otros";"Sin Identificar";"Sin Convenio";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;7;488,472261399631;3419,30599275776;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;2610,85815220993;1;"1";26;0;3;0;0;0;0;0;0;0;0
"27";"Horas-Trabajo";"Miércoles";"0";"Nuevo";"Web";"Hombre";45;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;7;392,776659149467;2749,43556951575;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;3212,86059125728;1;"1";1073;0;0;0;0;0;0;0;0;0;0
"28";"Horas-Trabajo";"Miércoles";"1";"Renovacion";"Web";"Mujer";41;"Soltero";"Canelones";"Sin Convenio";"Educacion";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"5";"Otros";"3";"Otros";5;19048,5196160901;0;5426,58106304833;2188,33284419592;0;2;"1";381;0;5;0;0;0;0;0;0;0;0
"29";"Horas-Casa";"Miércoles";"0";"Nuevo";"Web";"Hombre";62;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;45777,707419368;3;"1";6;0;0;0;0;0;0;0;0;0;0
"30";"Horas-Casa";"Miércoles";"0";"Nuevo";"Web";"Mujer";59;"Casado";"MVDNoroeste";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;11;297,308352623649;3270,39182001335;"0";"5";"Otros";"3";"Otros";5;57865,3029576745;26,7573635736517;14913,0526134592;5253,89930576968;3412,77019671812;4;"0";0;0;0;0;0;0;0;0;0;0;0
"31";"Horas-Casa";"Miércoles";"0";"Renovacion";"Web";"Mujer";44;"Divorciado";"Sin Identificar";"Sin Convenio";"ComerciosYAlojamientos";2258,51153358615;"Con deudas";4358;0;"Cancelada";0;0;0;"1";1854,12653606941;9;334,272652223299;3008,45472894648;"0";"2A";"Otros";"1C";"1C";1;115888,772179508;9714,82577459319;1145,8339756837;0;0;4;"0";0;0;4;0;1;2;0;0;0;0;0
"32";"Horas-Casa";"Miércoles";"0";"Nuevo";"Web";"Hombre";48;"Casado";"Sin Identificar";"Sin Convenio";"AdmYServDomestico";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"2B";"Otros";"1C";"1C";2;68620,8267803817;0;1145,86410523992;0;0;4;"0";0;0;2;0;0;0;0;0;0;0;0
"33";"Horas-Casa";"Miércoles";"0";"Nuevo";"Web";"Hombre";36;"Otros";"Sin Identificar";"Alianza";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;14,1284442048489;0;14610,5078335943;22647,1659980492;0;4;"0";0;0;1;0;0;0;0;0;0;0;0
"34";"Horas-Casa";"Miércoles";"1";"Renovacion";"Web";"Hombre";30;"Soltero";"MVDNoroeste";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"1C";"1C";"1C";"1C";1;100494,824037021;0;502,47524424932;0;0;1;"1";468;0;3;0;0;0;0;0;0;0;0
"35";"Horas-Casa";"Miércoles";"0";"Nuevo";"Web";"Hombre";53;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;8;359,663655587141;2877,31004139212;"0";"1C";"1C";"1C";"1C";1;3153,65833096059;0;15,7670285311002;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"36";"Horas-Dormir";"Jueves";"0";"Nuevo";"Web";"Hombre";39;"Casado";"Sin Identificar";"Sin Convenio";"Educacion";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"5";"Otros";"3";"Otros";5;87700,3010389915;1195,03090566014;21581,0826399982;7097,1699309704;3686,96074653023;3;"1";211;0;1;0;0;0;0;0;0;0;0
"37";"Horas-Dormir";"Jueves";"1";"Nuevo";"Web";"Hombre";27;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;10;238,234804967231;2382,34864493022;"0";"5";"Otros";"5";"Otros";6;0;0;2369,10091083001;2369,10091083001;3108,67953885371;2;"1";250;0;0;0;0;0;0;0;0;0;0
"38";"Horas-Trabajo";"Jueves";"0";"Nuevo";"Web";"Hombre";52;"Otros";"MVDCentrosur";"Sin Convenio";"Otros";-961,916211596469;"Sin deudas";0;72,62;"Activa";0;0;0;"1";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"5";"Otros";"3";"Otros";5;10648,7377225205;672,049021921888;1893,43401863408;0;4285,43107452637;4;"1";135;0;0;0;0;0;0;0;0;0;0
"39";"Horas-Trabajo";"Jueves";"0";"Nuevo";"Web";"Mujer";29;"Otros";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"2B";"Otros";"1C";"1C";2;76026,0389763965;2770,2272809596;7697,97877606016;0;0;2;"0";0;0;0;0;0;0;0;0;0;0;0
"40";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";38;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin deudas";0;108,65;"Activa";0;0;0;"1";1854,12653606941;7;392,776659149467;2749,43556951575;"0";"1C";"1C";"1C";"1C";1;9014,81652450738;3912,43875692346;123,447744771501;0;0;4;"1";105;0;1;0;0;0;0;0;0;0;0
"41";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";32;"Casado";"Sin Identificar";"Alianza";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;10;390,336639265688;3903,36744284574;"0";"5";"Otros";"3";"Otros";5;50116,0668535247;0;8401,94890395865;0;601,835567659109;2;"1";302;0;0;0;0;0;0;0;0;0;0
"42";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";32;"Soltero";"DptoSuroeste";"Sin Convenio";"Otros";1476,45486662109;"Con deudas";0;87,05;"Activa";0;0;0;"1";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;10259,9227525904;563,274371025206;54,1150006133558;0;0;3;"1";34;0;0;0;0;0;0;0;0;0;0
"43";"Horas-Trabajo";"Jueves";"0";"Nuevo";"Web";"Hombre";36;"Otros";"Sin Identificar";"Sin Convenio";"Construccion";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;7;392,776659149467;2749,43556951575;"0";"2A";"Otros";"1C";"1C";1;41088,6260449648;19096,7524002678;343,887166302963;0;0;5;"0";0;0;1;0;0;0;0;0;0;0;0
"44";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";27;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;0;0;808,630935543271;2080,85608187449;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"45";"Horas-Casa";"Jueves";"0";"Nuevo";"Web";"Mujer";29;"Casado";"DptoSuroeste";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;7;488,472261399631;3419,30599275776;"0";"5";"Otros";"3";"Otros";5;84635,9861128296;229,900102181756;15236,0275500935;1169,25854680877;1649,2409185174;6;"1";624;0;0;0;0;0;0;0;0;0;0
"46";"Horas-Dormir";"Viernes";"1";"Nuevo";"Web";"Hombre";35;"Casado";"Sin Identificar";"Acuerdo Comercial";"Industria";0;"Sin deudas";0;0;"Activa";0;0;0;"1";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"1C";"1C";"1C";"1C";1;63937,2220322344;0;319,686179690917;0;0;1;"1";388;0;1;0;0;0;0;0;0;0;0
"47";"Horas-Trabajo";"Viernes";"1";"Nuevo";"Web";"Mujer";41;"Casado";"Canelones";"Sin Convenio";"Otros";140,582191622953;"Con deudas";-2;43,93;"Activa";4;0;38;"1";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"1C";"1C";"1C";"1C";1;1018,35582335442;1394,18727221569;12,0448695099409;0;0;2;"0";0;0;0;0;0;0;0;0;0;0;0
"48";"Horas-Trabajo";"Viernes";"0";"Nuevo";"Web";"Mujer";56;"Viudo";"DptoSuroeste";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;8;272,253624711585;2178,02853597171;"0";"2A";"Otros";"1C";"1C";1;30025,9522556087;1326,23353466875;200,041711976528;0;0;4;"0";0;0;0;0;0;0;0;0;0;0;0
"49";"Horas-Trabajo";"Viernes";"0";"Nuevo";"Web";"Mujer";25;"Soltero";"DptoNoroeste";"Sin Convenio";"ServiciosVarios";-0,0996593013137307;"Sin deudas";0;106,89;"Activa";0;0;0;"1";927,063268034704;9;172,162733122162;1549,46573429516;"1";"4";"Otros";"1C";"1C";3;2984,94672212729;179,794650202651;924,196324878307;0;0;2;"1";4;0;3;0;0;0;0;0;0;0;0
"50";"Horas-Trabajo";"Viernes";"0";"Nuevo";"Web";"Hombre";65;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"1C";"1C";"1C";"1C";1;29931,730180362;1921,80215463594;159,255563499342;0;0;3;"0";0;0;0;0;0;0;0;0;0;0;0
"51";"Horas-Trabajo";"Viernes";"1";"Nuevo";"Web";"Hombre";43;"Casado";"DptoSuroeste";"Sin Convenio";"AgroYLimpieza";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;8;359,663655587141;2877,31004139212;"0";"1C";"1C";"1C";"1C";1;24767,7444233008;16,1471244709945;124,397984621237;0;0;8;"1";266;0;0;0;0;0;0;0;0;0;0
"52";"Horas-Trabajo";"Viernes";"1";"Nuevo";"WhatsappBotTelefonoSMS";"Hombre";34;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";927,063268034704;13;145,585231365533;1892,60893232553;"0";"0";"NoTiene";"0";"NoTiene";0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0
"53";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Hombre";35;"Casado";"Sin Identificar";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;11;297,308352623649;3270,39182001335;"0";"1C";"1C";"1C";"1C";1;61445,6792402788;0;307,228767026701;0;0;2;"1";98;0;0;0;0;0;0;0;0;0;0
"54";"Horas-Trabajo";"Jueves";"0";"Nuevo";"Web";"Hombre";47;"Viudo";"DptoEste1";"Alianza";"Transporte";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"3";"Otros";5;24238,7482166112;4770,66757730659;4786,36971140893;0;8846,47574098129;4;"1";1;0;0;0;0;0;0;0;0;0;0
"55";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Mujer";55;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;9;496,382571324435;4467,4437235978;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;1375,7618897635;1;"1";607;0;0;0;0;0;0;0;0;0;0
"56";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Mujer";72;"Casado";"DptoSuroeste";"Sin Convenio";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"5";"Otros";"3";"Otros";4;17716,1952757504;0;2938,06745032095;0;684,3905516776;4;"1";181;0;0;0;0;0;0;0;0;0;0
"57";"Horas-Casa";"Miércoles";"1";"Nuevo";"Web";"Mujer";35;"Soltero";"DptoNoroeste";"Sin Convenio";"Salud";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;11;297,308352623649;3270,39182001335;"0";"2B";"Otros";"1C";"1C";2;116372,822041305;0;863,538575250796;0;0;3;"1";164;0;0;0;0;0;0;0;0;0;0
"58";"Horas-Casa";"Miércoles";"0";"Nuevo";"Web";"Mujer";42;"Casado";"MVDNoroeste";"Sin Convenio";"AgroYLimpieza";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;9;253,217706818593;2278,96023162082;"0";"5";"Otros";"5";"Otros";6;0;0;3224,58098862341;5583,14814307037;2560,54874631185;2;"0";0;0;0;0;0;0;0;0;0;0;0
"59";"Horas-Casa";"Miércoles";"0";"Nuevo";"Web";"Mujer";47;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"0";"NoTiene";"0";"NoTiene";0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0
"60";"Horas-Casa";"Miércoles";"0";"Nuevo";"Web";"Mujer";37;"Casado";"Sin Identificar";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;11;297,308352623649;3270,39182001335;"0";"5";"Otros";"3";"Otros";5;0;805,849745739167;136,994456775658;0;1789,06291826056;2;"1";1983;0;0;0;0;0;0;0;0;0;0
"61";"Horas-Casa";"Miércoles";"0";"Nuevo";"Web";"Mujer";51;"Casado";"DptoEste1";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"3";"Otros";4;11968,1086713476;1416,38348451061;2252,09625577135;0;1916,85163678464;3;"0";0;0;0;0;0;0;0;0;0;0;0
"62";"Horas-Dormir";"Jueves";"1";"Nuevo";"Web";"Mujer";37;"Soltero";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;8;272,253624711585;2178,02853597171;"0";"5";"Otros";"5";"Otros";6;3945,91732919036;0;3810,25552586251;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"63";"Horas-Dormir";"Jueves";"1";"Nuevo";"Web";"Hombre";28;"Casado";"Sin Identificar";"Sin Convenio";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;0;0;2468,69531771497;2468,69531771497;0;1;"1";202;0;0;0;0;0;0;0;0;0;0
"64";"Horas-Dormir";"Jueves";"1";"Nuevo";"Web";"Hombre";22;"Casado";"Sin Identificar";"Alianza";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;0;0;10701,7611061357;11935,8538225945;0;2;"1";1;0;0;0;0;0;0;0;0;0;0
"65";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";25;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"3";"Otros";5;3267,3116523053;2179,18504739859;1840,75133076984;0;524,270501680816;2;"1";34;0;0;0;0;0;0;0;0;0;0
"66";"Horas-Trabajo";"Jueves";"1";"Nuevo";"WhatsappBotTelefonoSMS";"Mujer";33;"Soltero";"DptoCentroSur";"Alianza";"PublicosYOngs";1051,87147815205;"Con deudas";35;108,67;"Bloqueada";0;0;15;"1";1390,59490205206;10;238,234804967231;2382,34864493022;"0";"5";"Otros";"3";"Otros";4;71411,7043956368;605,094195046251;12036,449457809;0;3096,97072977843;4;"1";45;0;4;0;0;0;0;0;0;0;0
"67";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";61;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;10;390,336639265688;3903,36744284574;"0";"5";"Otros";"3";"Otros";5;14917,6531649268;0;3497,88155769821;0;2300,46809943923;3;"1";283;0;1;0;0;0;0;0;0;0;0
"68";"Horas-Trabajo";"Jueves";"0";"Nuevo";"Web";"Hombre";37;"Casado";"Sin Identificar";"Sin Convenio";"Industria";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;8;447,073714754422;3576,58922915436;"0";"4";"Otros";"1C";"1C";3;23237,0169553108;760,979883566287;2651,36154639036;0;0;2;"1";235;0;2;0;0;0;0;0;0;0;0
"69";"Horas-Trabajo";"Jueves";"0";"Nuevo";"Web";"Hombre";25;"Casado";"Canelones";"Sin Convenio";"Transporte";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";927,063268034704;7;201,385412211549;1409,69704068991;"0";"0";"NoTiene";"0";"NoTiene";0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0
"70";"Horas-Casa";"Jueves";"0";"Nuevo";"Web";"Mujer";29;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"5";"Otros";"3";"Otros";5;16117,3657400905;6188,89823537876;6721,91326133531;0;3198,13650890272;4;"1";217;0;0;0;0;0;0;0;0;0;0
"71";"Horas-Dormir";"Viernes";"0";"Nuevo";"Web";"Mujer";48;"Otros";"DptoNoroeste";"Sin Convenio";"AgroYLimpieza";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;8;359,663655587141;2877,31004139212;"0";"1C";"1C";"1C";"1C";1;4291,3874560235;388,321308739867;24,5625412865795;0;0;2;"1";95;0;0;0;0;0;0;0;0;0;0
"72";"Horas-Trabajo";"Viernes";"1";"Nuevo";"Web";"Hombre";38;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin deudas";0;0;"Cancelada";0;0;0;"1";1854,12653606941;11;297,308352623649;3270,39182001335;"0";"5";"Otros";"3";"Otros";5;2988,71755197002;251,604970944619;539,087290362181;0;203,397681006814;2;"1";610;0;2;0;0;0;0;0;0;0;0
"73";"Horas-Trabajo";"Viernes";"1";"Nuevo";"Web";"Hombre";38;"Casado";"Sin Identificar";"Sin Convenio";"AgroYLimpieza";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"0";"NoTiene";"0";"NoTiene";0;0;0;0;0;0;0;"1";15;0;0;0;0;0;0;0;0;0;0
"74";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";27;"Casado";"DptoNoroeste";"Sin Convenio";"AgroYLimpieza";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;7;392,776659149467;2749,43556951575;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;3036,14379110451;1;"1";422;0;0;0;0;0;0;0;0;0;0
"75";"Horas-Trabajo";"Jueves";"0";"Nuevo";"Web";"Mujer";33;"Otros";"MVDNoroeste";"Sin Convenio";"Salud";-0,152965439225726;"Sin deudas";0;2,22;"Activa";0;0;0;"1";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"5";"Otros";"5";"Otros";6;2069,04761349789;0;67,1425571874134;0;4384,1841714956;2;"1";320;0;0;0;0;0;0;0;0;0;0
"76";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";43;"Otros";"Sin Identificar";"Sin Convenio";"Otros";-0,150647781055639;"Sin deudas";0;123,19;"Activa";0;0;0;"1";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"3";"Otros";4;9606,05807667102;0;2776,55217010577;0;2969,99087395572;3;"1";939;0;0;0;0;0;0;0;0;0;0
"77";"Horas-Trabajo";"Viernes";"1";"Nuevo";"Web";"Mujer";54;"Casado";"DptoNorte";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"3";"Otros";5;40833,7902585311;0;6855,21800630419;0;3781,16659816975;2;"0";0;0;0;0;0;0;0;0;0;0;0
"78";"Horas-Casa";"Jueves";"0";"Nuevo";"Web";"Hombre";31;"Casado";"Sin Identificar";"Sin Convenio";"Otros";-0,17150670458642;"Sin deudas";0;99,66;"Activa";0;0;0;"1";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;38196,4574970443;4545,55112158789;213,611600562386;0;0;5;"1";71;0;1;0;0;0;0;0;0;0;0
"79";"Horas-Casa";"Jueves";"1";"Nuevo";"Web";"Mujer";44;"Otros";"MVDNoroeste";"Sin Convenio";"AgroYLimpieza";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;8;359,663655587141;2877,31004139212;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;3727,73994203291;1;"0";0;0;0;0;0;0;0;0;0;0;0
"80";"Horas-Casa";"Jueves";"0";"Nuevo";"Web";"Mujer";44;"Soltero";"Canelones";"Sin Convenio";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;9;496,382571324435;4467,4437235978;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;4518,48319181945;2;"0";0;0;0;0;0;0;0;0;0;0;0
"81";"Horas-Trabajo";"Sábado";"1";"Nuevo";"Web";"Hombre";34;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"5";"Otros";6;0;0;435,719735976311;435,719735976311;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"82";"Horas-Trabajo";"Sábado";"1";"Nuevo";"Web";"Mujer";24;"Soltero";"MVDNoroeste";"Sin Convenio";"AgroYLimpieza";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;1375,06659231247;1;"1";306;0;0;0;0;0;0;0;0;0;0
"83";"Horas-Trabajo";"Viernes";"1";"Nuevo";"Web";"Hombre";30;"Casado";"Sin Identificar";"Sin Convenio";"SupermercadosYMas";649,13201793607;"Con deudas";0;82,9;"Activa";0;0;0;"1";1390,59490205206;7;297,081056899302;2079,56746393192;"0";"2A";"Otros";"1C";"1C";1;22598,2216928133;2291,47558573929;218,645554107815;0;0;6;"1";2;0;6;0;0;0;0;0;0;0;0
"84";"Horas-Casa";"Viernes";"0";"Nuevo";"Web";"Mujer";67;"Soltero";"DptoCentroSur";"Sin Convenio";"JubiladosYPensionistas";-0,146012464715466;"Sin deudas";0;95,65;"Activa";0;0;0;"1";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"1C";"1C";"1C";"1C";1;662,456234755899;109,400418602605;3,85890085319446;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
